Name,Enabled,Database,Type,Label,Short label,Coalition,Era,Can target point,Can rearm,Acquisition range [m],Engagement range [m],Description,Abilities (comma separate values),Notes,ChatGPT description
S-300PS 5P85C ln,yes,Ground Unit,SAM Launcher,SA-10 Launcher (5P85C),S-300PS 5P85C ln,red,Late Cold War,no,no,0,120000,,,,SA-10 Launcher (5P85C): Mobile launcher for the SA-10 Grumble surface-to-air missile system.
S-300PS 5P85D ln,yes,Ground Unit,SAM Launcher,SA-10 Launcher (5P85D),S-300PS 5P85D ln,red,Late Cold War,no,no,0,120000,,,,SA-10 Launcher (5P85D): Mobile launcher for the SA-10 Grumble surface-to-air missile system.
S-300PS 64H6E sr,yes,Ground Unit,SAM Search Radar,SA-10 Big Bird,S-300PS 64H6E sr,red,Late Cold War,no,no,160000,0,,,,SA-10 Big Bird: Early warning Radar system used in conjunction with the SA-10 Grumble system.
S-60_Type59_Artillery,yes,Ground Unit,AAA,AAA S-60 57mm,AAA S-60 57mm,,,yes,no,5000,6000,,,,AAA S-60 57mm: Soviet towed anti-aircraft gun with a 57mm caliber.
SA-10 SAM Battery,yes,Ground Unit,SAM Site,SA-10 SAM Battery,SA-10 SAM Battery,red,Late Cold War,no,no,,,,,,SA-10 SAM Battery: Operational site for the SA-10 Grumble air defense system.
SA-11 Buk CC 9S470M1,yes,Ground Unit,SAM Support vehicle,SA-11 Command Post,SA-11 Buk CC 9S470M1,red,Late Cold War,no,no,0,0,,,,SA-11 Command Post: Command and control center for the SA-11 Gadfly air defense system.
SA-11 Buk LN 9A310M1,yes,Ground Unit,SAM Launcher,SA-11 Launcher,SA-11 Buk LN 9A310M1,red,Late Cold War,no,no,50000,35000,,,,SA-11 Launcher: Mobile launcher for the SA-11 Gadfly surface-to-air missile system.
SA-11 Buk SR 9S18M1,yes,Ground Unit,SAM Search Radar,SA-11 Snown Drift,SA-11 Buk SR 9S18M1,red,Mid Cold War,no,no,100000,0,,,,SA-11 Snown Drift: Early warning Radar system used in conjunction with the SA-11 Gadfly system.
SA-11 SAM Battery,yes,Ground Unit,SAM Site,SA-11 SAM Battery,SA-11 SAM Battery,red,Late Cold War,no,no,,,,,,SA-11 SAM Battery: Operational site for the SA-11 Gadfly air defense system.
SA-18 Igla comm,yes,Ground Unit,MANPADS,"MANPADS SA-18 Igla ""Grouse"" C2","MANPADS SA-18 Igla ""Grouse"" C2",,,no,no,5000,0,,,,"MANPADS SA-18 Igla ""Grouse"" C2: Portable, man-portable air defense system with command and control."
SA-18 Igla manpad,yes,Ground Unit,MANPADS,SA-18 Igla manpad,SA-18 Igla manpad,red,Late Cold War,no,no,5000,5200,,,,"SA-18 Igla manpad: Portable, man-portable air defense system designed for infantry use."
SA-18 Igla-S comm,yes,Ground Unit,MANPADS,"MANPADS SA-18 Igla-S ""Grouse"" C2","MANPADS SA-18 Igla-S ""Grouse"" C2",,,no,no,5000,0,,,,"MANPADS SA-18 Igla-S ""Grouse"" C2: Upgraded version of the SA-18 Igla manpad with command and control."
SA-18 Igla-S manpad,yes,Ground Unit,MANPADS,SA-18 Igla-S manpad,SA-18 Igla-S manpad,red,Late Cold War,no,no,5000,5200,,,,SA-18 Igla-S manpad: Upgraded version of the SA-18 Igla manpad with improved capabilities.
SA-2 SAM Battery,yes,Ground Unit,SAM Site,SA-2 SAM Battery,SA-2 SAM Battery,red,Early Cold War,no,no,,,,,,SA-2 SAM Battery: Operational site for the SA-2 Guideline surface-to-air missile system.
SA-3 SAM Battery,yes,Ground Unit,SAM Site,SA-3 SAM Battery,SA-3 SAM Battery,red,Early Cold War,no,no,,,,,,SA-3 SAM Battery: Operational site for the SA-3 Goa surface-to-air missile system.
SA-5 SAM Battery,yes,Ground Unit,SAM Site,SA-5 SAM Battery,SA-5 SAM Battery,Red,Mid Cold War,no,no,,,,,,SA-5 SAM Battery: Operational site for the SA-5 Gammon surface-to-air missile system.
SA-6 SAM Battery,yes,Ground Unit,SAM Site,SA-6 SAM Battery,SA-6 SAM Battery,red,Mid Cold War,no,no,,,"2K12 Kub. Tracked self propelled straight fush Radars, and TELs. 3 missiles per TEL.",,"Can move, Semi Active Radar guided, 22nm/26,000ft",SA-6 SAM Battery: Operational site for the SA-6 Gainful surface-to-air missile system.
Sandbox,yes,Ground Unit,Structure,Sandbox,Sandbox,,,no,no,0,800,,,,Sandbox: Mobile Radar system used for tracking and fire control.
SAU 2-C9,yes,Ground Unit,Artillery,SAU Nona,SAU Nona,red,Mid Cold War,yes,no,0,7000,,,,SAU Nona: Self-propelled artillery system featuring a 120mm smoothbore mortar.
SAU Akatsia,yes,Ground Unit,Artillery,SAU Akatsia,SAU Akatsia,red,Mid Cold War,yes,no,0,17000,,,,SAU Akatsia: Soviet self-propelled howitzer with a 152mm gun.
SAU Gvozdika,yes,Ground Unit,Artillery,SAU Gvozdika,SAU Gvozdika,red,Mid Cold War,yes,no,0,15000,,,,SAU Gvozdika: Self-propelled artillery system with a 122mm gun.
SAU Msta,yes,Ground Unit,Artillery,SAU Msta,SAU Msta,red,Late Cold War,yes,no,0,23500,,,,SAU Msta: Russian self-propelled howitzer featuring a 152mm gun.
Scud_B,yes,Ground Unit,Missile system,SSM SS-1C Scud-B,SSM SS-1C Scud-B,,,yes,no,0,320000,,,,SSM SS-1C Scud-B: Tactical ballistic missile system used for ground attack.
Sd_Kfz_2,yes,Ground Unit,Unarmed,LUV Kettenrad,LUV Kettenrad,,,no,no,0,0,,,,LUV Kettenrad: German tracked motorcycle used for reconnaissance.
Sd_Kfz_234_2_Puma,no,Ground Unit,Armoured Car,Scout Puma AC,Scout Puma AC,,,yes,no,0,2000,,,,Scout Puma AC: German armored reconnaissance vehicle.
Sd_Kfz_251,yes,Ground Unit,Armoured Personnel Carrier,Armoured Personnel Carrier Sd.Kfz.251 Halftrack,Armoured Personnel Carrier Sd.Kfz.251 Halftrack,,,yes,no,0,1100,,,,Armoured Personnel Carrier Sd.Kfz.251 Halftrack: German armored personnel carrier with tracks and wheels.
Sd_Kfz_7,yes,Ground Unit,Unarmed,Tractor Sd.Kfz.7 Art'y Tractor,Tractor Sd.Kfz.7 Art'y Tractor,,,no,no,0,0,,,,Tractor Sd.Kfz.7 Art'y Tractor: German half-track used for towing artillery.
Self Propelled GunH_Dana,yes,Ground Unit,Artillery,SPH Dana vz77 152mm,SPH Dana vz77 152mm,,,yes,no,0,18700,,,,SPH Dana vz77 152mm: Self-propelled howitzer with a 152mm gun used by the Czech military.
Silkworm_SR,yes,Ground Unit,Missile system,AShM Silkworm SR,AShM Silkworm SR,,,yes,no,200000,0,,,,AShM Silkworm SR: Mobile launcher for the SS-N-2 Silkworm anti-ship missile.
SK_C_28_naval_gun,no,Ground Unit,Artillery,Gun 15cm SK C/28 Naval in Bunker,Gun 15cm SK C/28 Naval in Bunker,,,no,no,0,20000,,,,Gun 15cm SK C/28 Naval in Bunker: Naval gun emplaced in a bunker for coastal defense.
SKP-11,yes,Ground Unit,Unarmed,SKP-11,SKP-11,red,Early Cold War,no,no,0,0,,,,SKP-11: Mobile Radar system used for target acquisition and tracking.
Smerch,yes,Ground Unit,Rocket Artillery,Smerch,Smerch,red,Late Cold War,yes,no,0,70000,,,,Smerch: Multiple rocket launcher system capable of launching large-caliber rockets.
Smerch_HE,yes,Ground Unit,Artillery,MLRS 9A52 Smerch HE 300mm,MLRS 9A52 Smerch HE 300mm,,,yes,no,0,70000,,,,MLRS 9A52 Smerch HE 300mm: Heavy multiple rocket launcher system with a 300mm caliber.
snr s-125 tr,yes,Ground Unit,SAM Track Radar,SA-3 Low Blow,snr s-125 tr,red,Early Cold War,no,no,100000,0,,,,SA-3 Low Blow: Mobile launcher for the SA-3 Goa surface-to-air missile system.
SNR_75V,yes,Ground Unit,SAM Track Radar,SA-2 Fan Song,SNR 75V,Red,Early Cold War,no,no,100000,0,,,,SA-2 Fan Song: Radar system used in conjunction with the SA-2 Guideline surface-to-air missile system.
Soldier AK,yes,Ground Unit,Infantry,Soldier AK,Soldier AK,red,Early Cold War,yes,no,0,500,,,,"Soldier AK: Standard issue assault rifle for infantry, known for its reliability and firepower."
Soldier M249,yes,Ground Unit,Infantry,Soldier M249,Soldier M249,blue,Late Cold War,yes,no,0,700,,,,Soldier M249: Light machine gun used by infantry for sustained firepower.
Soldier M4,yes,Ground Unit,Infantry,Soldier M4,Soldier M4,blue,Mid Cold War,yes,no,0,500,,,,Soldier M4: Standard issue carbine used by infantry.
Soldier M4 GRG,yes,Ground Unit,Infantry,Soldier M4 GRG,Soldier M4 GRG,blue,Mid Cold War,yes,no,0,500,,,,"Soldier M4 GRG: Grenadier variant of the M4 carbine, equipped for grenade launching."
Soldier RPG,yes,Ground Unit,Infantry,Soldier RPG,Soldier RPG,red,Mid Cold War,yes,no,0,500,,,,Soldier RPG: Portable rocket launcher used for anti-armor purposes.
Soldier stinger,yes,Ground Unit,MANPADS,MANPADS Stinger,MANPADS Stinger,,,no,no,5000,4500,,,,"MANPADS Stinger: Portable, man-portable air defense system designed for infantry use."
soldier_mauser98,no,Ground Unit,Infantry,Infantry Mauser 98,Infantry Mauser 98,,,yes,no,0,500,,,,Infantry Mauser 98: German bolt-action rifle used during World War II.
soldier_wwii_br_01,no,Ground Unit,Infantry,Infantry SMLE No.4 Mk-1,Infantry SMLE No.4 Mk-1,,,yes,no,0,500,,,,Infantry SMLE No.4 Mk-1: British bolt-action rifle used during World War II.
soldier_wwii_us,no,Ground Unit,Infantry,Infantry M1 Garand,Infantry M1 Garand,,,yes,no,0,500,,,,Infantry M1 Garand: Standard issue semi-automatic rifle used by the U.S. military.
SON_9,yes,Ground Unit,AAA,AAA Fire Can SON-9,AAA Fire Can SON-9,,,yes,no,55000,0,,,,AAA Fire Can SON-9: Mobile anti-aircraft Radar system.
Stinger comm,yes,Ground Unit,MANPADS,Stinger comm,Stinger comm,blue,Late Cold War,no,no,5000,0,,,,Stinger comm: Mobile communication system used in conjunction with Stinger air defense.
Stinger comm dsr,yes,Ground Unit,MANPADS,Stinger comm dsr,Stinger comm dsr,red,Late Cold War,no,no,5000,0,,,,Stinger comm dsr: Ground-based air defense system with a MANPADS launcher.
Strela-1 9P31,yes,Ground Unit,SAM,SA-9 Strela-1 9P31,Strela-1 9P31,red,Late Cold War,no,no,5000,4200,,,,SA-9 Strela-1 9P31: Mobile short-range air defense system with infrared homing missiles.
Strela-10M3,yes,Ground Unit,SAM,SA-13 Strela-10M3,Strela-10M3,red,Late Cold War,no,no,8000,5000,,,,SA-13 Strela-10M3: Mobile short-range air defense system with infrared homing missiles.
Stug_III,no,Ground Unit,Tank,Self Propelled Gun StuG III G AG,Self Propelled Gun StuG III G AG,,,yes,no,0,3000,,,,Self Propelled Gun StuG III G AG: German assault gun based on the Sturmgeschütz III chassis.
Stug_IV,no,Ground Unit,Tank,Self Propelled Gun StuG IV AG,Self Propelled Gun StuG IV AG,,,yes,no,0,3000,,,,Self Propelled Gun StuG IV AG: German assault gun based on the Panzer IV chassis.
SturmPzIV,no,Ground Unit,Tank,Self Propelled Gun Brummbaer AG,Self Propelled Gun Brummbaer AG,,,yes,no,0,4500,,,,Self Propelled Gun Brummbaer AG: German assault gun with a 150mm gun.
Suidae,yes,Ground Unit,Unarmed,Suidae,Suidae,,Modern,no,no,0,0,,,,Suidae: Chinese 6x6 wheeled armored personnel carrier.
T-55,yes,Ground Unit,Tank,T-55,T-55,red,Early Cold War,yes,no,0,2500,,,,"T-55: Soviet main battle tank with a 100mm gun, widely used during the Cold War."
T-72B,yes,Ground Unit,Tank,T-72B,T-72B,red,Mid Cold War,yes,no,0,4000,,,,"T-72B: Soviet main battle tank with various upgrades, including composite armor."
T-72B3,yes,Ground Unit,Tank,Tank T-72B3,Tank T-72B3,,,yes,no,0,4000,,,,Tank T-72B3: Modernized version of the Soviet T-72B main battle tank.
T-80UD,yes,Ground Unit,Tank,T-80UD,T-80UD,red,Mid Cold War,yes,no,0,5000,,,,T-80UD: Ukrainian main battle tank known for its mobility and firepower.
T-90,yes,Ground Unit,Tank,T-90,T-90,red,Late Cold War,yes,no,0,5000,,,,"T-90: Russian main battle tank, an upgraded version of the T-72 series."
T155_Firtina,yes,Ground Unit,Artillery,SPH T155 Firtina 155mm,SPH T155 Firtina 155mm,,,yes,no,0,41000,,,,SPH T155 Firtina 155mm: Turkish self-propelled howitzer with a 155mm gun.
TACAN_beacon,yes,Ground Unit,Structure,Beacon TACAN Portable TTS 3030,Beacon TACAN Portable TTS 3030,,,no,no,0,0,,,,Beacon TACAN Portable TTS 3030: Portable TACAN (Tactical Air Navigation) beacon for navigation.
tacr2a,yes,Ground Unit,Unarmed,RAF Rescue,RAF Rescue,,,no,no,0,0,,,,RAF Rescue: Search and rescue helicopter used by the Royal Air Force.
Tankcartrinity,yes,Ground Unit,Carriage,Tank Cartrinity,Tank Cartrinity,,,no,no,0,0,,,,Tank Cartrinity: Railway tank car used for transporting liquids.
Tetrarch,no,Ground Unit,Armoured Car,Tk Tetrach,Tk Tetrach,,,yes,no,0,2000,,,,Tk Tetrach: British light tank used during World War II.
Tiger_I,no,Ground Unit,Tank,Tk Tiger 1,Tk Tiger 1,,,yes,no,0,3000,,,,Tk Tiger 1: German heavy tank used during World War II.
Tiger_II_H,no,Ground Unit,Tank,Tk Tiger II,Tk Tiger II,,,yes,no,0,6000,,,,"Tk Tiger II: German heavy tank, also known as King Tiger."
Tigr_233036,yes,Ground Unit,Unarmed,Tigr_233036,Tigr_233036,red,Late Cold War,no,no,0,0,,,,Tigr_233036: Russian 4x4 wheeled armored vehicle used for various purposes.
Tor 9A331,yes,Ground Unit,SAM,SA-15 Tor 9A331,Tor 9A331,red,Late Cold War,no,no,25000,12000,,,,SA-15 Tor 9A331: Russian short-range air defense system with Radar guidance.
TPZ,yes,Ground Unit,Armoured Personnel Carrier,TPz Fuchs,TPz Fuchs,blue,Late Cold War,yes,no,0,1000,,,,TPz Fuchs: German 6x6 wheeled armored personnel carrier.
Trolley bus,yes,Ground Unit,Unarmed,Trolley bus,Trolley bus,blue,Late Cold War,no,no,0,0,,,,"Trolley bus: Electric bus powered by overhead wires, used for public transport."
tt_B8M1,yes,Ground Unit,Artillery,MLRS LC with B8M1 80mm,MLRS LC with B8M1 80mm,,,yes,no,5000,5000,,,,MLRS LC with B8M1 80mm: Light multiple rocket launcher system with 80mm rockets.
tt_DSHK,yes,Ground Unit,Armoured Car,Scout LC with DSHK 12.7mm,Scout LC with DSHK 12.7mm,,,yes,no,5000,1200,,,,Scout LC with DSHK 12.7mm: Armored reconnaissance vehicle with a mounted DShK heavy machine gun.
tt_KORD,yes,Ground Unit,Armoured Car,Scout LC with KORD 12.7mm,Scout LC with KORD 12.7mm,,,yes,no,5000,1200,,,,Scout LC with KORD 12.7mm: Armored reconnaissance vehicle with a mounted KORD heavy machine gun.
tt_ZU-23,yes,Ground Unit,AAA,SPAAA LC with ZU-23,SPAAA LC with ZU-23,,,yes,no,0,2500,,,,SPAAA LC with ZU-23: Light armored anti-aircraft vehicle with dual ZU-23 autocannons.
TYPE-59,yes,Ground Unit,Tank,MT Type 59,MT Type 59,,,yes,no,0,2500,,,,MT Type 59: Chinese medium tank based on the Soviet T-54.
TZ-22_KrAZ,yes,Ground Unit,Unarmed,Refueler TZ-22 Tractor (KrAZ-258B1),Refueler TZ-22 Tractor (KrAZ-258B1),,,no,no,0,0,,,,Refueler TZ-22 Tractor (KrAZ-258B1): Military refueling tractor used for aircraft refueling.
UAZ-469,yes,Ground Unit,Unarmed,UAZ-469,UAZ-469,red,Mid Cold War,no,no,0,0,,,,UAZ-469: Soviet/Russian light utility vehicle used for reconnaissance and transport.
Uragan_BM-27,yes,Ground Unit,Rocket Artillery,Uragan,Uragan,red,Late Cold War,yes,no,0,35800,,,,Uragan: Soviet multiple rocket launcher system with a 220mm caliber.
Ural ATsP-6,yes,Ground Unit,Unarmed,Ural ATsP-6,Ural ATsP-6,red,Mid Cold War,no,no,0,0,,,,Ural ATsP-6: Mobile command post based on the Ural truck platform.
Ural-375,yes,Ground Unit,Unarmed,Ural-375,Ural-375,red,Mid Cold War,no,yes,0,0,,,,Ural-375: Soviet/Russian military truck used for various logistical purposes.
Ural-375 PBU,yes,Ground Unit,Unarmed,Ural-375 PBU,Ural-375 PBU,red,Mid Cold War,no,no,0,0,,,,Ural-375 PBU: Mobile communication vehicle based on the Ural truck platform.
Ural-375 ZU-23,yes,Ground Unit,AAA,Ural-375 ZU-23,Ural-375 ZU-23,red,Early Cold War,yes,no,5000,2500,,,,Ural-375 ZU-23: Anti-aircraft vehicle based on the Ural truck platform.
Ural-375 ZU-23 Insurgent,yes,Ground Unit,AAA,Ural-375 ZU-23 Insurgent,Ural-375 ZU-23 Insurgent,red,Early Cold War,yes,no,5000,2500,,,,Ural-375 ZU-23 Insurgent: Improvised anti-aircraft vehicle based on the Ural truck platform.
Ural-4320 APA-5D,yes,Ground Unit,Unarmed,Ural-4320 APA-5D,Ural-4320 APA-5D,red,Early Cold War,no,yes,0,0,Lightly armoured,,"Rearms ground units of same coaltion,",Ural-4320 APA-5D: Mobile power station based on the Ural truck platform.
Ural-4320-31,yes,Ground Unit,Unarmed,Ural-4320-31,Ural-4320-31,red,Late Cold War,no,yes,0,0,,,"Rearms ground units of same coaltion,",Ural-4320-31: Military truck used for various logistical purposes.
Ural-4320T,yes,Ground Unit,Unarmed,Ural-4320T,Ural-4320T,red,Late Cold War,no,yes,0,0,,,"Rearms ground units of same coaltion,",Ural-4320T: Military truck used for troop transport and logistics.
v1_launcher,no,Ground Unit,Missile System,V-1 Launch Ramp,V-1 Launch Ramp,,,yes,no,0,0,,,,V-1 Launch Ramp: Launch ramp for the German V-1 flying bomb.
VAB_Mephisto,yes,Ground Unit,Armoured Car,ATGM VAB Mephisto,ATGM VAB Mephisto,,,yes,no,0,3800,,,,ATGM VAB Mephisto: French armored vehicle equipped with anti-tank guided missiles.
VAZ Car,yes,Ground Unit,Unarmed,VAZ Car,VAZ Car,red,Early Cold War,no,no,0,0,,,,VAZ Car: Russian military staff car based on the Lada Niva platform.
Vulcan,yes,Ground Unit,AAA,Vulcan,Vulcan,blue,Late Cold War,yes,no,5000,2000,,,,Vulcan: Self-propelled anti-aircraft gun system featuring the M61 Vulcan cannon.
Wellcarnsc,yes,Ground Unit,Carriage,Well Car,Well Car,,,no,no,0,0,,,,Well Car: Railway car designed to transport intermodal containers.
Wespe124,no,Ground Unit,Artillery,SPH Sd.Kfz.124 Wespe 105mm,SPH Sd.Kfz.124 Wespe 105mm,,,yes,no,0,10500,,,,SPH Sd.Kfz.124 Wespe 105mm: German self-propelled howitzer used during World War II.
Willys_MB,no,Ground Unit,Unarmed,Car Willys Jeep,Car Willys Jeep,,,no,no,0,0,,,,Car Willys Jeep: Iconic American military jeep used for reconnaissance and transport.
ZBD04A,yes,Ground Unit,Infantry Fighting Vehicle,ZBD-04A,ZBD-04A,,,yes,no,0,4800,,,,ZBD-04A: Chinese amphibious infantry fighting vehicle.
ZiL-131 APA-80,yes,Ground Unit,Unarmed,ZiL-131 APA-80,ZiL-131 APA-80,red,Early Cold War,no,no,0,0,,,,ZiL-131 APA-80: Mobile power station based on the ZiL-131 truck platform.
ZIL-131 KUNG,yes,Ground Unit,Unarmed,ZIL-131 KUNG,ZIL-131 KUNG,red,Early Cold War,no,no,0,0,,,,ZIL-131 KUNG: Military truck with a covered cargo area based on the ZIL-131 platform.
ZIL-135,yes,Ground Unit,Unarmed,Truck ZIL-135,Truck ZIL-135,,,no,no,0,0,,,,Truck ZIL-135: Soviet military truck used for various logistical purposes.
ZIL-4331,yes,Ground Unit,Unarmed,ZIL-4331,ZIL-4331,red,Early Cold War,no,no,0,0,,,,ZIL-4331: Soviet/Russian military truck used for various logistical purposes.
ZSU_57_2,yes,Ground Unit,AAA,SPAAA ZSU-57-2,SPAAA ZSU-57-2,,,yes,no,5000,7000,,,,SPAAA ZSU-57-2: Self-propelled anti-aircraft gun with dual 57mm autocannons.
ZSU-23-4 Shilka,yes,Ground Unit,AAA,ZSU-23-4 Shilka,ZSU-23-4 Shilka,red,Late Cold War,yes,no,5000,2500,Ship,,"2nm 7,000ft range",ZSU-23-4 Shilka: Soviet self-propelled anti-aircraft gun system with four 23mm autocannons.
ZTZ96B,yes,Ground Unit,Tank,ZTZ-96B,ZTZ-96B,,,yes,no,0,5000,,,,ZTZ-96B: Chinese main battle tank with a 125mm smoothbore gun.
ZU-23 Closed Insurgent,yes,Ground Unit,AAA,ZU-23 Closed Insurgent,ZU-23 Closed Insurgent,red,Early Cold War,yes,no,5000,2500,,,,ZU-23 Closed Insurgent: Improvised anti-aircraft vehicle with ZU-23 autocannons.
ZU-23 Emplacement,yes,Ground Unit,AAA,ZU-23 Emplacement,ZU-23 Emplacement,red,Early Cold War,yes,no,5000,2500,,,,ZU-23 Emplacement: Fixed emplacement with ZU-23 autocannons.
ZU-23 Emplacement Closed,yes,Ground Unit,AAA,ZU-23 Emplacement Closed,ZU-23 Emplacement Closed,red,Early Cold War,yes,no,5000,2500,,,,ZU-23 Emplacement Closed: Fixed emplacement with ZU-23 autocannons.
ZU-23 Insurgent,yes,Ground Unit,AAA,ZU-23 Insurgent,ZU-23 Insurgent,red,Early Cold War,yes,no,5000,2500,,,,ZU-23 Insurgent: Improvised anti-aircraft vehicle with ZU-23 autocannons.
AH-1W,yes,Helicopter,Helicopter,AH-1W Cobra,AH1,blue,Mid Cold War,yes,no,,,"2 engine, 2 crew attack helicopter. Cobra",,"Gun, rockets and ATGMs",
AH-64D_BLK_II,yes,Helicopter,Helicopter,AH-64D Apache,AH64,blue,Modern,yes,no,,,"2 engine, 2 crew attack helicopter. Apache",,"Gun, rockets and ATGMs",
Ka-50_3,yes,Helicopter,Helicopter,Ka-50 Hokum A,K50,red,Late Cold War,yes,no,,,"2 engine, 1 crew attack helicopter. Blackshark",,"Fox 2 and gun, Rockets and ATGMs",
Mi-24P,yes,Helicopter,Helicopter,Mi-24P Hind,Mi24,red,Mid Cold War,yes,no,,,"2 engine, 2 crew attack helicopter. Hind",,"Fox 2 and gun, Rockets and ATGMs",
Mi-26,yes,Helicopter,Helicopter,Mi-26 Halo,M26,red,Late Cold War,no,no,,,"2 engine, 5 crew transport helicopter. Halo",,,
Mi-28N,yes,Helicopter,Helicopter,Mi-28N Havoc,M28,red,Modern,yes,no,,,"2 engine, 2 crew attack helicopter. Havoc",,"Gun, Rockets and ATGMs",
Mi-8MT,yes,Helicopter,Helicopter,Mi-8MT Hip,Mi8,red,Mid Cold War,no,no,,,"2 engine, 3 crew transport helicopter. Hip",,"Gun and rockets,",
SA342L,yes,Helicopter,Helicopter,SA342L Gazelle,342,blue,Mid Cold War,no,no,,,"1 engine, 2 crew scout helicopter. Gazelle",,"Fox 2 and gun, Rockets and ATGMs",
SA342M,yes,Helicopter,Helicopter,SA342M Gazelle,342,blue,Mid Cold War,no,no,,,"1 engine, 2 crew scout helicopter. Gazelle",,ATGMs,
SA342Mistral,yes,Helicopter,Helicopter,SA342Mistral Gazelle,342,blue,Mid Cold War,no,no,,,"1 engine, 2 crew scout helicopter. Gazelle",,Fox 2,
SH-60B,yes,Helicopter,Helicopter,SH-60B Seahawk,S60,blue,Mid Cold War,no,no,,,"2 engine, 3 crew transport helicopter. Seahawk",,,
UH-1H,yes,Helicopter,Helicopter,UH-1H Huey,UH1,blue,Early Cold War,no,no,,,"2 engine, 2 crew transport helicopter. Huey",,"Gun and rockets,",
UH-60A,yes,Helicopter,Helicopter,UH-60A Blackhawk,U60,blue,Mid Cold War,no,no,,,"2 engine, 3 crew transport helicopter. Blackhawk",,,
albatros,yes,Navy Unit,Frigate,Albatros (Grisha-5),Albatros,red,Early Cold War,yes,no,30000,16000,,,,"Albatros (Grisha-5): Grisha-class corvette Albatros, designed for anti-submarine warfare and patrol duties."
ara_vdm,yes,Navy Unit,Aircraft Carrier,ARA Vienticinco de Mayo,ARA Vienticinco de Mayo,,Mid Cold War,yes,no,18000,5000,ARA Vienticinco de Mayo. Conventional CATOBAR carrier,,"24kn, 9x40mm AA gun, 3nm range 9,000ft","ARA Vienticinco de Mayo: Aircraft carrier Vienticinco de Mayo, serving the Argentine Navy."
BDK-775,yes,Navy Unit,Landing Ship,LS Ropucha,LS Ropucha,blue,Mid Cold War,yes,no,25000,6000,Landing ship Ropucha,,"2 57mm gun, rockets, Strela SAM, 8nm, 9,000ft range",LS Ropucha: Ropucha-class landing ship designed for transporting and landing amphibious forces.
CastleClass_01,yes,Navy Unit,Patrol,HMS Leeds Castle (P-258),HMS Leeds Castle (P-258),blue,Mid Cold War,yes,no,25000,3000,HMS Leeds Castle. Smaller. Patrol craft,,"20mm gun, 12,7mm gun x 4, 3nm 4,000ft range",HMS Leeds Castle (P-258): Castle-class patrol vessel used for offshore patrol duties and maritime security.
CV_1143_5,yes,Navy Unit,Aircraft Carrier,CV Admiral Kuznetsov(2017),Admiral Kuznetsov(2017),red,Modern,no,no,25000,12000,Admiral Kuznetsov. Conventional STOBAR carrier,,"12 granit anti ship missiles, kynshal & Kashtan SAM, 30mm gun x 6, 9nm 20,000ft range, 29kn","CV Admiral Kuznetsov(2017): Russian aircraft carrier Admiral Kuznetsov, serving as a mobile airbase for naval aviation."
CVN_71,yes,Navy Unit,Super Aircraft Carrier,CVN-71 Theodore Roosevelt,CVN-71,blue,Late Cold War,no,no,50000,25000,Ship,,"6nm 16,000ft range",CVN-71 Theodore Roosevelt: Nimitz-class aircraft carrier serving as a flagship with a focus on power projection.
CVN_72,yes,Navy Unit,Super Aircraft Carrier,CVN-72 Abraham Lincoln,CVN-72,blue,Late Cold War,no,no,50000,25000,Ship,,"6nm 16,000ft range","CVN-72 Abraham Lincoln: Nimitz-class aircraft carrier, a key component of naval force projection and air superiority."
CVN_73,yes,Navy Unit,Super Aircraft Carrier,CVN-73 George Washington,CVN-73,blue,Late Cold War,no,no,50000,25000,Ship,,"6nm 16,000ft range",CVN-73 George Washington: Nimitz-class aircraft carrier providing strategic naval capabilities and air support.
CVN_75,yes,Navy Unit,Aircraft Carrier,CVN-75 Harry S. Truman,CVN-75,blue,Late Cold War,no,no,50000,25000,Ship,,"6nm 16,000ft range",CVN-75 Harry S. Truman: Nimitz-class aircraft carrier playing a crucial role in power projection and global security.
Dry-cargo ship-1,yes,Navy Unit,Cargoship,Bulker Yakushev,Bulker Yakushev,,,no,no,0,0,,,,"Bulker Yakushev: Bulk carrier ship Yakushev, specializing in the transport of dry bulk cargo."
Dry-cargo ship-2,yes,Navy Unit,Cargoship,Cargo Ivanov,Cargo Ivanov,,,no,no,0,0,,,,Cargo Ivanov: Ivanov-class cargo ship designed for transporting goods and equipment.
elnya,yes,Navy Unit,Tanker,Elnya tanker,Elnya tanker,red,Late Cold War,no,no,0,0,,,,"Elnya tanker: Elnya-class tanker, supporting naval operations by providing fuel replenishment."
Forrestal,yes,Navy Unit,Aircraft Carrier,CV-59 Forrestal,CV-59 Forrestal,,,no,no,50000,25000,,,,"CV-59 Forrestal: Forrestal-class aircraft carrier, a historic vessel with a significant role in naval aviation."
HandyWind,yes,Navy Unit,Cargoship,Bulker Handy Wind,Bulker Handy Wind,blue,Late Cold War,no,no,0,0,,,,"Bulker Handy Wind: Bulk carrier ship designed for transporting unpackaged cargo, such as grains or minerals."
HarborTug,yes,Navy Unit,Tug,Harbor Tug,Harbor Tug,,Mid Cold War,no,no,0,0,,,,"Harbor Tug: Tugboat specialized in maneuvering ships in harbors, assisting in docking and undocking."
Higgins_boat,yes,Navy Unit,Landing Ship,Boat LCVP Higgins,Boat LCVP Higgins,,,yes,no,3000,1000,,,,"Boat LCVP Higgins: Landing Craft, Vehicle, Personnel (LCVP) Higgins, designed for troop and vehicle transport."
